Sentence,Entity
"Trotz Randbebauung soll das Tempelhofer Feld die grüne Lunge Berlins bleiben Melden Sie sich an und diskutieren Sie mit  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa CDU-Chef Friedrich Merz hat trotz politischer Differenzen Sympathien für Wirtschaftsminister Robert Habeck von den Grünen erkennen lassen. »",Grüne
"Trotz Randbebauung soll das Tempelhofer Feld die grüne Lunge Berlins bleiben Melden Sie sich an und diskutieren Sie mit  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa CDU-Chef Friedrich Merz hat trotz politischer Differenzen Sympathien für Wirtschaftsminister Robert Habeck von den Grünen erkennen lassen. »",Olaf Scholz
"Trotz Randbebauung soll das Tempelhofer Feld die grüne Lunge Berlins bleiben Melden Sie sich an und diskutieren Sie mit  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa CDU-Chef Friedrich Merz hat trotz politischer Differenzen Sympathien für Wirtschaftsminister Robert Habeck von den Grünen erkennen lassen. »",Friedrich Merz
"Trotz Randbebauung soll das Tempelhofer Feld die grüne Lunge Berlins bleiben Melden Sie sich an und diskutieren Sie mit  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa CDU-Chef Friedrich Merz hat trotz politischer Differenzen Sympathien für Wirtschaftsminister Robert Habeck von den Grünen erkennen lassen. »",CDU
"Trotz Randbebauung soll das Tempelhofer Feld die grüne Lunge Berlins bleiben Melden Sie sich an und diskutieren Sie mit  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa CDU-Chef Friedrich Merz hat trotz politischer Differenzen Sympathien für Wirtschaftsminister Robert Habeck von den Grünen erkennen lassen. »",Robert Habeck
"Lesen Sie hier auch die SPIEGEL-Recherche zu einer Großspende, die den CDU-Chef in Erklärungsnot bringt: Friedrich Merz und die ominöse »Spendenübergabe«  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa Melden Sie sich an und diskutieren Sie mit  Außenministerin Baerbock in Georgien: »Vertrauen Sie nicht den Worten der Regierung« Sie können den Artikel leider nicht mehr aufrufen.",Olaf Scholz
"Lesen Sie hier auch die SPIEGEL-Recherche zu einer Großspende, die den CDU-Chef in Erklärungsnot bringt: Friedrich Merz und die ominöse »Spendenübergabe«  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa Melden Sie sich an und diskutieren Sie mit  Außenministerin Baerbock in Georgien: »Vertrauen Sie nicht den Worten der Regierung« Sie können den Artikel leider nicht mehr aufrufen.",Friedrich Merz
"Lesen Sie hier auch die SPIEGEL-Recherche zu einer Großspende, die den CDU-Chef in Erklärungsnot bringt: Friedrich Merz und die ominöse »Spendenübergabe«  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa Melden Sie sich an und diskutieren Sie mit  Außenministerin Baerbock in Georgien: »Vertrauen Sie nicht den Worten der Regierung« Sie können den Artikel leider nicht mehr aufrufen.",CDU
"Lesen Sie hier auch die SPIEGEL-Recherche zu einer Großspende, die den CDU-Chef in Erklärungsnot bringt: Friedrich Merz und die ominöse »Spendenübergabe«  Friedrich Merz (r.) im Bundestag, hinter ihm: der »engagierte« Robert Habeck und der »introvertierte« Olaf Scholz Kay Nietfeld / dpa Melden Sie sich an und diskutieren Sie mit  Außenministerin Baerbock in Georgien: »Vertrauen Sie nicht den Worten der Regierung« Sie können den Artikel leider nicht mehr aufrufen.",Robert Habeck
"Übergangen, gemobbt, abserviert: Wie Ältere diskriminiert werden Melden Sie sich an und diskutieren Sie mit  Nancy Faeser kniet an der Gedenkstätte für die Opfer des 11. September 2001 in New York Dogukan Sahin / dpa Im schwarzen Mantel schreitet Nancy Faeser am Donnerstag das riesige Becken ab, an dessen Stelle einst der Südturm des World Trade Center stand.",Nancy Faeser
Nancy Faeser kniet an der Gedenkstätte für die Opfer des 11. September 2001 in New York Dogukan Sahin / dpa Melden Sie sich an und diskutieren Sie mit  Vizekanzler Habeck RITZAU SCANPIX / via REUTERS Dieser Artikel gehört zum Angebot von SPIEGEL+.,Nancy Faeser
"Übergangen, gemobbt, abserviert: Wie Ältere diskriminiert werden Melden Sie sich an und diskutieren Sie mit  Linkenpolitiker Gregor Gysi: Mit Absenkung der Fünfprozenthürde »höchstrichterlich festgelegte Ziele erreichbar« Der Linkenpoli­tiker Gregor Gysi fordert die Ampelkoalition auf, wegen der gestrichenen Grundmandatsklausel im neuen Wahlrecht die Fünfprozenthürde zu senken, um eine Auseinandersetzung vor dem Bundesverfassungsgericht zu vermeiden.",Ampelkoalition
"Übergangen, gemobbt, abserviert: Wie Ältere diskriminiert werden Melden Sie sich an und diskutieren Sie mit  Linkenpolitiker Gregor Gysi: Mit Absenkung der Fünfprozenthürde »höchstrichterlich festgelegte Ziele erreichbar« Der Linkenpoli­tiker Gregor Gysi fordert die Ampelkoalition auf, wegen der gestrichenen Grundmandatsklausel im neuen Wahlrecht die Fünfprozenthürde zu senken, um eine Auseinandersetzung vor dem Bundesverfassungsgericht zu vermeiden.",Ampel
"Übergangen, gemobbt, abserviert: Wie Ältere diskriminiert werden Melden Sie sich an und diskutieren Sie mit  Olaf Scholz im Bundeskanzleramt Sie können den Artikel leider nicht mehr aufrufen.",Olaf Scholz
Verwüstete Häuser in Rolling Fork im US-Bundesstaat Mississippi Melden Sie sich an und diskutieren Sie mit  Ricarda Lang und Florian Wilsch im Februar auf der Berlinale Der Tweet besteht nur aus sieben Buchstaben und einem Herz-Emoji – und damit ist auch alles gesagt.,Ricarda Lang
Ricarda Lang und Florian Wilsch im Februar auf der Berlinale Melden Sie sich an und diskutieren Sie mit  Schülerin Emily: Sie starb 2019 in London Sie können den Artikel leider nicht mehr aufrufen.,Ricarda Lang
"Bei der Deutschen Börse in Frankfurt am Main STAFF / REUTERS Melden Sie sich an und diskutieren Sie mit  Stephan Weil: Vermutet, dass das »Verhältnis von Amazon zur Betriebsverfassung nicht hinterfragt werden sollte« Vor Gericht bekam Amazon zuletzt recht: Die ständige Mitarbeiterkontrolle bei dem Versandhändler in Winsen südlich von Hamburg sei rechtens, entschied das Verwaltungsgericht.",Stephan Weil
"Stephan Weil: Vermutet, dass das »Verhältnis von Amazon zur Betriebsverfassung nicht hinterfragt werden sollte« Melden Sie sich an und diskutieren Sie mit  Olaf Scholz in Brüssel: »Striktere, klarere Regeln« als in vielen anderen Ländern der Welt Nach dem Zusammenbruch der Credit Suisse in der Schweiz beschwichtigt Bundeskanzler Olaf Scholz Sorgen um die Deutsche Bank. »",Olaf Scholz
"Stephan Weil: Vermutet, dass das »Verhältnis von Amazon zur Betriebsverfassung nicht hinterfragt werden sollte« Melden Sie sich an und diskutieren Sie mit  Olaf Scholz in Brüssel: »Striktere, klarere Regeln« als in vielen anderen Ländern der Welt Nach dem Zusammenbruch der Credit Suisse in der Schweiz beschwichtigt Bundeskanzler Olaf Scholz Sorgen um die Deutsche Bank. »",Stephan Weil
"Olaf Scholz in Brüssel: »Striktere, klarere Regeln« als in vielen anderen Ländern der Welt Melden Sie sich an und diskutieren Sie mit  Autobahnbrücke in Duisburg Die von Finanz- und Verkehrsministerium geplante Änderung des Gesellschaftsvertrags der bundeseigenen Autobahn GmbH stößt auf heftige Kritik des Bundesrechnungshofs (BRH).",Olaf Scholz
"Übergangen, gemobbt, abserviert: Wie Ältere diskriminiert werden Melden Sie sich an und diskutieren Sie mit  Robert Habeck (l.) und sein dänischer Kollege Lars Aagaard am Freitag in Kopenhagen Deutschland und Dänemark haben eine engere Zusammenarbeit in der Energiepolitik vereinbart.",Robert Habeck
Robert Habeck (l.) und sein dänischer Kollege Lars Aagaard am Freitag in Kopenhagen Melden Sie sich an und diskutieren Sie mit  Frankfurter Bankenviertel: Deutsche Bank mehr als zwölf Prozent im Minus Anhaltende Unsicherheit hat Folgen: Zum Ende der ersten Woche nach Bekanntwerden der Übernahme der angeschlagenen Credit Suisse durch die UBS liegen die Kurse an der Frankfurter Börse erneut im Minus.,Robert Habeck
"Ihr Kurt Stukenberg,Ressortleiter Wissenschaft Habeck, Scholz, Lindner: Je nach Rechnung liegen SPD, Grüne und FDP gerade bei mehreren Dutzend Vorhaben miteinander im Clinch Melden Sie sich an und diskutieren Sie mit  Illustration von Sars-CoV-2 Die unter dem Namen Arcturus bekannte Coronasublinie XBB.1.16 ist in Deutschland bisher nur selten dokumentiert worden.",SPD
"Ihr Kurt Stukenberg,Ressortleiter Wissenschaft Habeck, Scholz, Lindner: Je nach Rechnung liegen SPD, Grüne und FDP gerade bei mehreren Dutzend Vorhaben miteinander im Clinch Melden Sie sich an und diskutieren Sie mit  Illustration von Sars-CoV-2 Die unter dem Namen Arcturus bekannte Coronasublinie XBB.1.16 ist in Deutschland bisher nur selten dokumentiert worden.",Grüne
"Ihr Kurt Stukenberg,Ressortleiter Wissenschaft Habeck, Scholz, Lindner: Je nach Rechnung liegen SPD, Grüne und FDP gerade bei mehreren Dutzend Vorhaben miteinander im Clinch Melden Sie sich an und diskutieren Sie mit  Illustration von Sars-CoV-2 Die unter dem Namen Arcturus bekannte Coronasublinie XBB.1.16 ist in Deutschland bisher nur selten dokumentiert worden.",FDP
"Übergangen, gemobbt, abserviert: Wie Ältere diskriminiert werden Melden Sie sich an und diskutieren Sie mit  Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Sie können den Artikel leider nicht mehr aufrufen.",FDP
"Übergangen, gemobbt, abserviert: Wie Ältere diskriminiert werden Melden Sie sich an und diskutieren Sie mit  Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Sie können den Artikel leider nicht mehr aufrufen.",Volker Wissing
"Übergangen, gemobbt, abserviert: Wie Ältere diskriminiert werden Melden Sie sich an und diskutieren Sie mit  Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Sie können den Artikel leider nicht mehr aufrufen.",Christian Lindner
Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Melden Sie sich an und diskutieren Sie mit  Gordon Moore im Jahr 2001 Sie können den Artikel leider nicht mehr aufrufen.,FDP
Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Melden Sie sich an und diskutieren Sie mit  Gordon Moore im Jahr 2001 Sie können den Artikel leider nicht mehr aufrufen.,Volker Wissing
Zwei gegen den Planeten: Protest von Klimaaktivisten mit den Konterfeis der FDP-Minister Christian Lindner und Volker Wissing Melden Sie sich an und diskutieren Sie mit  Gordon Moore im Jahr 2001 Sie können den Artikel leider nicht mehr aufrufen.,Christian Lindner
"Yoon, ein Konservativer, der als wirtschaftsfreundlich gilt, hatte die Erhöhung der Arbeitszeit unterstützt, um den Arbeitgebern mehr Flexibilität zu ermöglichen.",Konservative
"Laut einer Erhebung des Statistischen Amts der Europäischen Union  (Eurostat) vom Dezember 2022 weist Deutschland mit rund 28 Prozent Teilzeitbeschäftigung an der Gesamtbeschäftigung die viertgrößte Teilzeitquote in Europa auf – hinter den Niederlanden, der Schweiz und Österreich.",Union
"Von diesem Mittwoch an könnten alle Berechtigten die Einmalzahlung von 200 Euro beantragen, sagte Bundesbildungsministerin Bettina Stark-Watzinger der Nachrichtenagentur dpa. »",Bettina Stark-Watzinger
"Die Bearbeitung der Anträge und die Auszahlung werden durch das automatisierte Verfahren sehr zügig erfolgen«, versprach die FDP-Politikerin weiter.",FDP
"Kritik kam auch aus der Opposition: »Der Zusammenbruch der Stark-Watzinger-Plattform macht das Desaster der Bundesbildungsministerin bei der Auszahlung des 200-Euro-Zuschusses komplett«, sagt Thomas Jarzombek, bildungspolitischer Sprecher der CDU/CSU-Fraktion im Bundestag.",CDU
"Kritik kam auch aus der Opposition: »Der Zusammenbruch der Stark-Watzinger-Plattform macht das Desaster der Bundesbildungsministerin bei der Auszahlung des 200-Euro-Zuschusses komplett«, sagt Thomas Jarzombek, bildungspolitischer Sprecher der CDU/CSU-Fraktion im Bundestag.",CSU
"Kritik kam auch aus der Opposition: »Der Zusammenbruch der Stark-Watzinger-Plattform macht das Desaster der Bundesbildungsministerin bei der Auszahlung des 200-Euro-Zuschusses komplett«, sagt Thomas Jarzombek, bildungspolitischer Sprecher der CDU/CSU-Fraktion im Bundestag.",CDU/CSU-Fraktion
"Dabei hatte Jens Brandenburg (FDP), Parlamentarischer Staatssekretär bei der Bundesministerin für Bildung und Forschung (BMBF), im Gespräch mit dem SPIEGEL  vor einigen Wochen versprochen, dass die Technik dem erwartbar großen Ansturm gewachsen sein werde: »Wir rechnen mit einem großen Ansturm, vor allem in den ersten Tagen.",FDP
"In den Allerwiesen 4, 38446 Wolfsburg Pommes Schwarz-Gelb: Blick in die heutige Gaststätte Es ist eine Unsitte des modernen Fußballs, dass Vereine heutzutage in der Führungsetage eines flügelverleihenden Brausekonzerns ihre Bestimmung finden.",Schwarz-Gelb
"Stadionberg, Oberklausen, 92275 HirschbachDokumentationszentrum Reichsparteitagsgelände, Bayernstraße 110, 90478 Nürnberg Silbersee, Nürnberg Uwe-Seeler-Denkmal: Gewaltige Fußstapfen, viel zu groß für die meisten heutigen HSV-Fußballer Sascha Kurzrock Hölzernes Fußballdenkmal: Kilia-Tribüne, 104 Jahre alt Lehrte Wolfsburgs Fußballer das Fürchten: Magaths »Hügel der Leiden« Pommes Schwarz-Gelb: Blick in die heutige Gaststätte Heiliger Aloisius: Konnte Schalke 04 auch nicht helfen Vom Bökelberg blieben nur Reste: 2006 wurde das Stadion nach 107 Jahren abgerissen.",Schwarz-Gelb
Geschichtskitsch: Stalin und Putin auf Bildern in einer Moskauer Ausstellung (2016) Melden Sie sich an und diskutieren Sie mit  Phantom des Parlaments: Seit 1979 ist Jakob Maria Mierscheid (hier sein früheres Profil auf der Homepage des Deutschen Bundestags) nimmermüde in der deutschen Politik präsent SPD / dpa Sie können den Artikel leider nicht mehr aufrufen.,SPD
Phantom des Parlaments: Seit 1979 ist Jakob Maria Mierscheid (hier sein früheres Profil auf der Homepage des Deutschen Bundestags) nimmermüde in der deutschen Politik präsent SPD / dpa Melden Sie sich an und diskutieren Sie mit  Szene mit Kermit und dem Krümelmonster Sie können den Artikel leider nicht mehr aufrufen.,SPD
Melden Sie sich an und diskutieren Sie mit  SPD-Granden Wehner und Brandt beim Parteitag 1973 in Hannover: Zuckerbrot und Peitsche akg-images / picture-alliance Sie können den Artikel leider nicht mehr aufrufen.,SPD
"Das Papier diene als Vorlage für die aktuellen Koalitionsverhandlungen von CDU und SPD, heißt es.",SPD
"Das Papier diene als Vorlage für die aktuellen Koalitionsverhandlungen von CDU und SPD, heißt es.",CDU
"CDU und SPD befürworten einen stärkeren Ausbau der U-Bahn, vor allem in den Außenbezirken.",SPD
"CDU und SPD befürworten einen stärkeren Ausbau der U-Bahn, vor allem in den Außenbezirken.",CDU
Im bisherigen rot-grün-roten Senat hatten Grüne und Linke hingegen nur kurzen Ergänzungen zugestimmt.,Grüne
"Die Berliner Noch-Koalitionspartner der SPD pochten auf Vorrang für die Straßenbahn, deren Netz sich schneller und günstiger erweitern lasse.",SPD
"Die Länder haben dem Bund vorgeschlagen, den Flughäfen die Zuständigkeit für die Sicherheitskontrollen zu übertragen, sagte der Vorsitzende der Verkehrsministerkonferenz, Nordrhein-Westfalens Ressortchef Oliver Krischer (Grüne), der Deutschen Presse-Agentur in Düsseldorf.",Grüne
"Auch Bundesverkehrsminister Volker Wissing (FDP) werde an der Konferenz teilnehmen, sagte Krischer.",FDP
"Auch Bundesverkehrsminister Volker Wissing (FDP) werde an der Konferenz teilnehmen, sagte Krischer.",Volker Wissing
"Die Ampelkoalition hatte eine Reform des Straßenverkehrsrechts  versprochen, bislang ist das Vorhaben jedoch im Koalitionsstreit blockiert.",Ampelkoalition
"Die Ampelkoalition hatte eine Reform des Straßenverkehrsrechts  versprochen, bislang ist das Vorhaben jedoch im Koalitionsstreit blockiert.",Ampel
Die Debatte um Robert Habecks Duschgewohnheiten kam nicht gut an.,Robert Habeck
"An Komplexität ist »Allie Gator« mit dem Kartenspiel »Uno« vergleichbar (wenn Sie das nicht kennen, trösten Sie sich: Kanzler Olaf Scholz kannte es auch nicht).",Olaf Scholz
"Als Alternative zum teuren Testsieger empfehlen die Tester noch die zweitplatzierte LG DSPD7Y, die für rund 300 Euro »guten Ton« liefere und weniger Strom verbrauche als das teurere Modell.",SPD
"Spezialzutaten wie frische Muskatblüte, Grüne Rosinen, Amchur (Mangopulver) oder das original bengalische Fünfgewürzepulver Panch Phoron aus Schwarzem Senf, Schwarzkümmel, Fenchelsamen, Kreuzkümmel und Bockshornkleesamen sind hierzulande eher schwierig zu bekommen.",Grüne
